label,x,y
Stroke 1,33,54
Stroke 1,47,188
Stroke 1,99,151
Stroke 1,291,150
Stroke 2,47,188
Stroke 2,15,322
Stroke 2,100,251
Stroke 2,294,249
Stroke 3,284,234
Stroke 3,265,406
Stroke 3,356,337
Stroke 3,634,346
Stroke 4,302,8
Stroke 4,284,169
Stroke 4,366,98
Stroke 4,634,100
Stroke 5,391,131
Stroke 5,475,144
Stroke 5,436,181
Stroke 5,435,329
Stroke 6,475,144
Stroke 6,532,149
Stroke 6,503,182
Stroke 6,501,332
Stroke 7,628,139
Stroke 7,532,149
Stroke 7,562,184
Stroke 7,558,329
Stroke 8,583,9
Stroke 8,754,22
Stroke 8,658,96
Stroke 8,653,380
