label,x,y
Stroke 1,28,80
Stroke 1,15,214
Stroke 1,85,157
Stroke 1,469,164
Stroke 2,46,242
Stroke 2,27,360
Stroke 2,88,307
Stroke 2,483,310
Stroke 3,66,190
Stroke 3,137,201
Stroke 3,103,230
Stroke 3,103,382
Stroke 4,226,189
Stroke 4,137,201
Stroke 4,161,230
Stroke 4,162,386
Stroke 5,226,189
Stroke 5,215,284
Stroke 5,269,246
Stroke 5,387,247
Stroke 6,469,200
Stroke 6,449,288
Stroke 6,393,248
Stroke 6,282,256
Stroke 7,438,17
Stroke 7,578,27
Stroke 7,497,69
Stroke 7,496,130
Stroke 8,439,119
Stroke 8,579,130
Stroke 8,501,178
Stroke 8,496,374
