label,x,y
Stroke 1,29,213
Stroke 1,16,374
Stroke 1,96,308
Stroke 1,298,311
Stroke 2,42,22
Stroke 2,27,179
Stroke 2,104,113
Stroke 2,316,123
Stroke 3,421,219
Stroke 3,311,316
Stroke 3,377,311
Stroke 3,407,386
Stroke 4,430,61
Stroke 4,329,124
Stroke 4,392,140
Stroke 4,427,194
Stroke 5,477,48
Stroke 5,483,227
Stroke 5,537,141
Stroke 5,701,144
Stroke 6,483,227
Stroke 6,470,387
Stroke 6,546,323
Stroke 6,822,335
Stroke 7,823,79
Stroke 7,809,219
Stroke 7,708,148
Stroke 7,477,149
Stroke 8,792,15
Stroke 8,926,48
Stroke 8,866,105
Stroke 8,862,379
Stroke 9,918,66
Stroke 9,1022,91
Stroke 9,973,131
Stroke 9,972,360
Stroke 10,1125,74
Stroke 10,1022,91
Stroke 10,1055,124
Stroke 10,1048,143
Stroke 11,1010,135
Stroke 11,1112,142
Stroke 11,1055,181
Stroke 11,1054,361
Stroke 12,1087,14
Stroke 12,1253,27
Stroke 12,1162,92
Stroke 12,1157,380
