label,x,y
Stroke 1,96,109
Stroke 1,94,135
Stroke 1,106,125
Stroke 1,148,125
Stroke 2,103,93
Stroke 2,122,97
Stroke 2,113,105
Stroke 2,113,148
Stroke 3,123,98
Stroke 3,144,94
Stroke 3,129,104
Stroke 3,129,149
Stroke 4,137,122
Stroke 4,149,109
Stroke 4,145,120
Stroke 4,149,124
Stroke 5,138,138
Stroke 5,149,127
Stroke 5,146,137
Stroke 5,152,143
Stroke 6,152,124
Stroke 6,161,111
Stroke 6,158,124
Stroke 6,164,128
Stroke 7,149,137
Stroke 7,158,126
Stroke 7,155,137
Stroke 7,160,142
