x,y,label
71.86531210724759,126.5079597821533,Stroke 1
83.93066610808548,116.45349811478843,Stroke 1
83.93066610808548,126.5079597821533,Stroke 1
90.6336405529954,133.21093422706323,Stroke 1
83.26036866359446,117.7940930037704,Stroke 2
93.31483033095937,107.73963133640552,Stroke 2
91.97423544197737,118.46439044826141,Stroke 2
99.34750733137831,125.83766233766232,Stroke 2
91.30393799748639,109.08022622538749,Stroke 3
105.38018433179722,92.99308755760367,Stroke 3
98.6772098868873,111.09111855886047,Stroke 3
105.38018433179722,117.7940930037704,Stroke 3
91.97423544197737,133.88123167155425,Stroke 4
108.7316715542522,116.45349811478843,Stroke 4
104.03958944281526,133.21093422706323,Stroke 4
111.41286133221617,140.58420611646417,Stroke 4
112.08315877670718,101.0366568914956,Stroke 5
108.7316715542522,125.16736489317134,Stroke 5
119.45643066610809,116.45349811478843,Stroke 5
130.181189777964,118.46439044826141,Stroke 5
131.52178466694596,102.37725178047756,Stroke 6
128.84059488898197,126.5079597821533,Stroke 6
139.56535400083789,116.45349811478843,Stroke 6
179.11290322580646,117.7940930037704,Stroke 6
133.53267700041891,89.6416003351487,Stroke 7
152.30100544616676,94.33368244658567,Stroke 7
144.25743611227483,101.70695433598658,Stroke 7
142.91684122329286,143.93569333891912,Stroke 7
152.30100544616676,93.66338500209466,Stroke 8
165.7069543359866,95.67427733556764,Stroke 8
157.66338500209469,103.71784666945956,Stroke 8
158.33368244658567,143.93569333891912,Stroke 8
165.03665689149562,95.00397989107665,Stroke 9
185.14558022622538,92.32279011311269,Stroke 9
170.39903644742355,102.37725178047756,Stroke 9
169.72873900293257,144.60599078341014,Stroke 9
