x,y,label
70.01082251082249,123.06709956709955,Stroke 1
89.4047619047619,103.67316017316017,Stroke 1
83.86363636363635,122.37445887445887,Stroke 1
91.48268398268397,128.6082251082251,Stroke 1
93.56060606060603,89.12770562770561,Stroke 2
91.48268398268397,115.44805194805193,Stroke 2
105.33549783549782,104.36580086580085,Stroke 2
130.96320346320346,107.13636363636363,Stroke 2
148.27922077922076,97.43939393939394,Stroke 3
144.1233766233766,118.2186147186147,Stroke 3
129.57792207792207,107.8290043290043,Stroke 3
103.25757575757575,105.75108225108224,Stroke 3
91.48268398268397,120.98917748917748,Stroke 4
89.4047619047619,144.53896103896102,Stroke 4
103.95021645021643,134.84199134199133,Stroke 4
144.8160173160173,134.84199134199133,Stroke 4
144.1233766233766,90.512987012987,Stroke 5
164.2099567099567,95.36147186147184,Stroke 5
155.20562770562768,103.67316017316017,Stroke 5
154.512987012987,145.23160173160173,Stroke 5
163.51731601731598,95.36147186147184,Stroke 6
183.6038961038961,92.5909090909091,Stroke 6
170.44372294372295,103.67316017316017,Stroke 6
170.44372294372295,145.23160173160173,Stroke 6
