x,y,label
82.00444292549554,89.09125085440874,Stroke 1
106.50205058099792,91.19104579630894,Stroke 1
93.90328092959669,99.59022556390977,Stroke 1
93.20334928229664,144.38585099111415,Stroke 1
83.40430622009569,131.08714969241285,Stroke 2
82.00444292549554,155.58475734791523,Stroke 2
93.90328092959669,144.38585099111415,Stroke 2
135.19924812030072,147.18557758031443,Stroke 2
105.1021872863978,96.7904989747095,Stroke 3
105.1021872863978,115.68865345181135,Stroke 3
114.90123034859874,108.68933697881067,Stroke 3
142.89849624060147,108.68933697881067,Stroke 3
107.201982228298,114.98872180451127,Stroke 4
105.1021872863978,125.4876965140123,Stroke 4
112.80143540669854,119.18831168831167,Stroke 4
142.1985645933014,118.48838004101162,Stroke 4
105.1021872863978,124.78776486671222,Stroke 5
104.40225563909772,137.38653451811345,Stroke 5
112.10150375939847,131.08714969241285,Stroke 5
140.79870129870127,131.08714969241285,Stroke 5
135.19924812030072,88.3913192071087,Stroke 6
156.19719753930275,92.5909090909091,Stroke 6
144.2983595352016,98.19036226930965,Stroke 6
144.99829118250167,134.58680792891317,Stroke 6
135.19924812030072,148.58544087491455,Stroke 7
147.79801777170195,133.18694463431305,Stroke 7
144.99829118250167,148.58544087491455,Stroke 7
151.99760765550235,155.58475734791523,Stroke 7
149.1978810663021,149.28537252221463,Stroke 8
165.29630895420365,131.08714969241285,Stroke 8
161.09671907040325,150.68523581681475,Stroke 8
168.795967190704,155.58475734791523,Stroke 8
153.3974709501025,91.19104579630894,Stroke 9
174.39542036910456,87.69138755980862,Stroke 9
160.3967874231032,100.29015721120984,Stroke 9
159.6968557758031,136.6866028708134,Stroke 9
