x,y,label
72.88409275691977,105.19347385984189,Stroke 1
70.14837133409996,130.7753790368487,Stroke 1
81.931640625,120.092041015625,Stroke 1
95.67625813670783,120.53366221671793,Stroke 1
83.9425911046403,126.14992904461124,Stroke 2
80.19492794000162,150.85939464988147,Stroke 2
93.85009765625,141.38134765625,Stroke 2
134.8292984863561,141.9155068195068,Stroke 2
95.90400146806813,105.9319530620591,Stroke 3
93.8948866467074,131.93229843046464,Stroke 3
106.04608154296875,122.868896484375,Stroke 3
135.26704408024804,122.96677414198683,Stroke 3
110.13977139791758,90.04828180422706,Stroke 4
108.92146090628904,113.79054094354906,Stroke 4
119.49658203125,104.15966796875,Stroke 4
134.16220838294566,105.78622122995756,Stroke 4
127.03611754993109,89.69815852837982,Stroke 5
152.8655606439944,91.68196053185432,Stroke 5
137.273193359375,102.1083984375,Stroke 5
134.8292984863561,141.9155068195068,Stroke 5
138.4609375,104.875,Stroke 6
154.2070907150652,107.3803671925511,Stroke 6
146.8868408203125,114.067626953125,Stroke 6
146.9190170221736,145.93281367670838,Stroke 6
150.24404669728895,125.12158119334961,Stroke 7
166.77039328181633,125.95085924890898,Stroke 7
157.302001953125,132.964599609375,Stroke 7
156.88107117703632,146.7853106043509,Stroke 7
166.07901428395886,106.94667703928297,Stroke 8
154.2070907150652,107.3803671925511,Stroke 8
158.08697509765625,113.8515625,Stroke 8
158.3273408885249,126.06683671729633,Stroke 8
159.97561517587312,90.15974935074955,Stroke 9
185.84717775187625,92.02981348121843,Stroke 9
171.140625,102.041259765625,Stroke 9
170.17892276838427,145.97270634456203,Stroke 9
