x,y,label
100.7676324438497,86.84419499318955,Stroke 1
88.94364476562491,99.3021526158571,Stroke 1
97.7781982421875,98.5283203125,Stroke 1
102.12110602350218,102.22529946591307,Stroke 1
104.170911726793,101.96846739828386,Stroke 2
92.2740304381988,112.26493124206867,Stroke 2
99.37744140625,111.8194580078125,Stroke 2
105.22923464906701,116.10066457553462,Stroke 2
105.60411525531802,117.08351829256482,Stroke 3
92.58455167593449,127.69011535481349,Stroke 3
100.438232421875,126.630615234375,Stroke 3
105.11729958397288,130.95673537241566,Stroke 3
106.94466366450253,130.83938368462256,Stroke 4
95.03100554576015,140.67619244617057,Stroke 4
102.142333984375,140.54248046875,Stroke 4
107.07397836225532,144.68547448349054,Stroke 4
104.170911726793,101.96846739828386,Stroke 5
98.96484375,106.801513671875,Stroke 5
105.05462646484375,107.205078125,Stroke 5
109.796875,111.42578125,Stroke 5
106.94466366450253,130.83938368462256,Stroke 6
102.5078125,135.735595703125,Stroke 6
107.197021484375,135.631103515625,Stroke 6
111.89453125,139.65625,Stroke 6
114.00807853706154,91.78739148495504,Stroke 7
104.170911726793,101.96846739828386,Stroke 7
109.9720458984375,102.8277587890625,Stroke 7
114.40234375,107.36328125,Stroke 7
116.29408630978328,120.17992099668918,Stroke 8
106.94466366450253,130.83938368462256,Stroke 8
111.731689453125,131.01025390625,Stroke 8
117.17529883778104,135.77398996397815,Stroke 8
121.87818697408781,130.02535773250278,Stroke 9
119.17300238998511,141.03294798360787,Stroke 9
126.413330078125,134.4619140625,Stroke 9
138.01615526632287,128.6032485117426,Stroke 9
120.37830879277843,114.83770073315831,Stroke 10
121.87818697408781,130.02535773250278,Stroke 10
127.02508544921875,127.802001953125,Stroke 10
137.99729753820887,128.3595175545417,Stroke 10
123.80758181763657,103.98140803450325,Stroke 11
120.37830879277843,114.83770073315831,Stroke 11
128.08502197265625,108.32763671875,Stroke 11
139.07748880795333,108.65114487830053,Stroke 11
121.83877324219814,91.89793346113046,Stroke 12
123.80758181763657,103.98140803450325,Stroke 12
128.46826171875,101.49951171875,Stroke 12
143.8317708667806,101.02595283719164,Stroke 12
136.87105248334348,117.99665114750135,Stroke 13
146.98030903754952,120.17465007251427,Stroke 13
141.9935302734375,124.49755859375,Stroke 13
137.99729753820887,128.3595175545417,Stroke 13
138.70256419970298,86.93792225057739,Stroke 14
148.8196635812825,89.17217234484667,Stroke 14
143.78125,93.44091796875,Stroke 14
143.8317708667806,101.02595283719164,Stroke 14
155.6819967433399,132.93878933623475,Stroke 15
141.97042835693176,133.0572737738899,Stroke 15
147.285888671875,138.8262939453125,Stroke 15
146.76071654184085,147.22470198140937,Stroke 15
144.0429201637503,102.09869587957597,Stroke 16
156.8741819493284,103.76607271169252,Stroke 16
148.871826171875,108.31689453125,Stroke 16
148.8459623978121,116.97091261368976,Stroke 16
153.9584295904889,120.02780040399843,Stroke 17
146.98030903754952,120.17465007251427,Stroke 17
149.9132080078125,124.0400390625,Stroke 17
154.17658712776466,132.97183439456953,Stroke 17
155.9273342930611,89.07315049135025,Stroke 18
148.8196635812825,89.17217234484667,Stroke 18
151.771240234375,92.7607421875,Stroke 18
151.85133765447262,101.2195695256829,Stroke 18
164.12116787485704,119.23805842919606,Stroke 19
153.9584295904889,120.02780040399843,Stroke 19
157.05010986328125,124.00146484375,Stroke 19
154.85667997373025,133.02034107662308,Stroke 19
165.91317901171925,88.36666327626783,Stroke 20
155.9273342930611,89.07315049135025,Stroke 20
158.8271484375,92.831298828125,Stroke 20
156.905124886289,102.24828638577753,Stroke 20
