x,y,label
83.84728239822172,122.91566565298896,Stroke 1
78.78931627673143,140.88139626601154,Stroke 1
91.311279296875,130.995361328125,Stroke 1
123.31839558818292,132.13166144945959,Stroke 1
81.2179433164089,100.95624433642666,Stroke 2
83.84728239822172,122.91566565298896,Stroke 2
91.460693359375,116.0986328125,Stroke 2
134.02283254232552,115.11034194181511,Stroke 2
132.8178525659069,92.81391574616603,Stroke 3
116.09416822566816,110.92537534423337,Stroke 3
127.736328125,109.48828125,Stroke 3
134.02283254232552,115.11034194181511,Stroke 3
133.87791973727633,122.0896892897078,Stroke 4
125.09835220365969,133.05078633371537,Stroke 4
135.46923828125,131.981689453125,Stroke 4
144.14882367306458,137.15630029337134,Stroke 4
140.05193444483592,112.9868921283643,Stroke 5
133.87791973727633,122.0896892897078,Stroke 5
142.00433349609375,122.7508544921875,Stroke 5
150.8037961728443,128.71159062155206,Stroke 5
150.12406171091672,96.9974508601663,Stroke 6
140.05193444483592,112.9868921283643,Stroke 6
146.787353515625,114.13427734375,Stroke 6
156.68890066397586,120.33824564992109,Stroke 6
172.2250124326616,85.09819053398563,Stroke 7
155.84826771542436,102.62909031123961,Stroke 7
167.300048828125,102.2451171875,Stroke 7
175.07943296170964,108.80034678221867,Stroke 7
172.59765625,100.953125,Stroke 8
156.28324642934285,115.61872123968291,Stroke 8
167.781982421875,115.1328125,Stroke 8
175.8923741563782,121.58194755262694,Stroke 8
173.65234375,111.5546875,Stroke 9
157.10323777419478,127.53150719299617,Stroke 9
168.18701171875,127.294921875,Stroke 9
176.87895159659587,133.2509655179283,Stroke 9
172.623046875,125.5,Stroke 10
157.21034233341265,140.8527913927599,Stroke 10
169.680908203125,140.09765625,Stroke 10
177.82342993619582,146.19930434938877,Stroke 10
