x,y,label
41.0982870243191,118.94866452556693,Stroke 1
38.166886514839554,144.99529456188117,Stroke 1
51.28271484375,133.8341064453125,Stroke 1
93.90552875972715,134.94417925263625,Stroke 1
43.18058502567028,91.99073218303002,Stroke 2
41.0982870243191,118.94866452556693,Stroke 2
52.729736328125,107.4111328125,Stroke 2
86.92860073459106,108.88389934359125,Stroke 2
87.59375,110.96875,Stroke 3
72.21063684999862,126.1307577406232,Stroke 3
85.49267578125,125.3271484375,Stroke 3
93.90552875972715,134.94417925263625,Stroke 3
94.06927077929271,128.9468710083843,Stroke 4
92.78576898772685,155.81323829220807,Stroke 4
105.537841796875,144.89306640625,Stroke 4
179.125,145.63671875,Stroke 4
94.90285514662634,84.98691511555364,Stroke 5
92.828125,110.875,Stroke 5
106.06072998046875,100.619140625,Stroke 5
183.75486769542118,101.20164376047971,Stroke 5
107.17153708003895,119.97295298627648,Stroke 6
103.89998549354597,132.64530023517167,Stroke 6
112.5224609375,126.091064453125,Stroke 6
138.2099348331773,126.11980662662425,Stroke 6
105.69515383976116,106.16782873751586,Stroke 7
107.17153708003895,119.97295298627648,Stroke 7
112.55029296875,115.99462890625,Stroke 7
137.2045490958499,116.0667273819142,Stroke 7
133.84917105531787,104.72256410185732,Stroke 8
150.02772975428599,105.16902916632912,Stroke 8
140.580078125,111.655517578125,Stroke 8
140.72468002410952,135.9286537057484,Stroke 8
134.14897408746913,128.6037683004619,Stroke 9
133.80407106022486,143.29645233623577,Stroke 9
141.488037109375,138.42333984375,Stroke 9
168.82789225680608,139.18335774474068,Stroke 9
158.10590163886175,112.73619950924774,Stroke 10
146.36065367562958,126.33584278617874,Stroke 10
155.601318359375,125.478515625,Stroke 10
161.04787702236968,130.07302514604967,Stroke 10
162.8698388050843,105.02296889880678,Stroke 11
178.8368946452221,105.6951400187745,Stroke 11
169.45361328125,112.39794921875,Stroke 11
168.82789225680608,139.18335774474068,Stroke 11
176.23036655306774,89.04966160118917,Stroke 12
196.89023643590983,93.10477597678046,Stroke 12
187.315673828125,101.574951171875,Stroke 12
186.16815009800985,145.16338614709952,Stroke 12
217.07458108993123,90.87995536954404,Stroke 13
196.89023643590983,93.10477597678046,Stroke 13
202.758056640625,101.6142578125,Stroke 13
202.72106007950106,146.03432354366652,Stroke 13
