x,y,label
39.869583223792496,125.98356530950394,Stroke 1
37.17729177097547,153.98379186227038,Stroke 1
52.002685546875,143.27783203125,Stroke 1
111.69790710289045,143.81359299593365,Stroke 1
41.88738191651895,99.9591376759291,Stroke 2
39.869583223792496,125.98356530950394,Stroke 2
52.361328125,115.216796875,Stroke 2
70.84289667246237,116.78528163404113,Stroke 2
71.95382116978129,90.73271806463327,Stroke 3
73.80357961128468,107.95428216791073,Stroke 3
79.632080078125,102.94873046875,Stroke 3
113.80556621345727,102.86613506237559,Stroke 3
73.18084162309054,119.0312690970078,Stroke 4
69.03544470074024,134.00571365535797,Stroke 4
81.197265625,125.3515625,Stroke 4
114.1750074325434,125.99757631927386,Stroke 4
73.80357961128468,107.95428216791073,Stroke 5
73.18084162309054,119.0312690970078,Stroke 5
81.516845703125,113.66162109375,Stroke 5
113.77400878945987,113.7409310612224,Stroke 5
106.84445404096135,89.78710114715935,Stroke 6
131.26944973920035,92.0495386864442,Stroke 6
117.408935546875,101.90625,Stroke 6
111.69790710289045,143.81359299593365,Stroke 6
112.12275430508276,129.7875083038101,Stroke 7
109.88749393252284,155.87607331670392,Stroke 7
122.68359375,144.847900390625,Stroke 7
154.19303865147972,143.9043194258089,Stroke 7
132.9144969490533,85.86825681078366,Stroke 8
129.2682170631767,111.81804318437295,Stroke 8
142.8326416015625,99.92529296875,Stroke 8
198.91363199876352,102.0686897720788,Stroke 8
139.95596039416944,105.87822732634561,Stroke 9
157.8819612960457,106.6716899366122,Stroke 9
147.7421875,113.8642578125,Stroke 9
147.29767775746862,143.97431901823373,Stroke 9
148.6796875,115.578125,Stroke 10
157.13315295189997,116.91525571843785,Stroke 10
154.55078125,121.1962890625,Stroke 10
154.19303865147972,143.9043194258089,Stroke 10
163.109375,104.9375,Stroke 11
162.5,121.01171875,Stroke 11
171.75341796875,114.5830078125,Stroke 11
199.1459964108923,115.7697192856178,Stroke 11
168.90738117481013,117.70408917698033,Stroke 12
166.34746509258397,130.01889558990194,Stroke 12
174.7001953125,124.4560546875,Stroke 12
200.00183686975328,124.95127047644849,Stroke 12
191.02185830785663,88.67963296050506,Stroke 13
217.1069449730049,90.7846818476435,Stroke 13
202.785400390625,101.96240234375,Stroke 13
201.89937093283947,145.02218275983938,Stroke 13
