x,y,label
15.296875,117.484375,Stroke 1
12.946371771372167,143.08285345460573,Stroke 1
24.8385009765625,133.486328125,Stroke 1
54.713396991002355,134.0400972443052,Stroke 1
16.93248815442768,85.18062212352301,Stroke 2
13.99351704919321,111.85583522752971,Stroke 2
26.263427734375,100.17626953125,Stroke 2
55.872423552663136,101.73251194350087,Stroke 2
71.0330383475052,120.13733467587409,Stroke 3
56.13141523749617,134.6911582479952,Stroke 3
66.0059814453125,134.8349609375,Stroke 3
71.26859827725853,145.93448766281898,Stroke 3
74.89713248830886,90.9154919193932,Stroke 4
57.213859022297,101.90035183970895,Stroke 4
67.340576171875,104.30029296875,Stroke 4
72.72892936653012,114.07164021051463,Stroke 4
81.30055589345592,120.80636576147721,Stroke 5
78.94284880403386,145.9556760605621,Stroke 5
90.587158203125,135.918701171875,Stroke 5
134.8879311683988,136.6350663135323,Stroke 5
82.0882301039758,87.00573575614114,Stroke 6
79.8125,113.703125,Stroke 6
91.218017578125,103.3154296875,Stroke 6
113.03391028585274,103.92586022371225,Stroke 6
132.1127149962632,93.27023412257448,Stroke 7
128.96699935270064,115.81702489870696,Stroke 7
114.83056640625,104.3076171875,Stroke 7
82.81820928841233,104.25180012038884,Stroke 7
158.73858411396677,89.93595444058364,Stroke 8
132.1127149962632,93.27023412257448,Stroke 8
143.01177978515625,101.43212890625,Stroke 8
142.30799335616942,145.23319030824436,Stroke 8
148.23537731964328,106.21649481220759,Stroke 9
146.27909723491706,126.99098056598585,Stroke 9
156.734130859375,119.31591796875,Stroke 9
166.9005214709986,119.95451699111024,Stroke 9
167.82954356308585,106.77299190459887,Stroke 10
165.1299849220787,128.05631298332668,Stroke 10
176.300048828125,119.52783203125,Stroke 10
194.89888119568857,119.13314041412124,Stroke 10
188.01476097318078,98.9879568751145,Stroke 11
174.77694396669585,112.59187049052281,Stroke 11
186.531494140625,112.10888671875,Stroke 11
194.89888119568857,119.13314041412124,Stroke 11
189.16118943710316,92.11188697363406,Stroke 12
212.1640625,95.125,Stroke 12
198.5546875,103.963134765625,Stroke 12
198.01092328635076,142.92760592205488,Stroke 12
214.58210706733644,113.8873203381119,Stroke 13
200.73061378176737,128.55565033121692,Stroke 13
210.6728515625,128.1611328125,Stroke 13
218.16949371708026,133.29593137872135,Stroke 13
218.81400604295217,94.02539650823238,Stroke 14
204.05378316400004,109.3311557208249,Stroke 14
214.50830078125,109.062255859375,Stroke 14
221.32266085997333,115.39498651944592,Stroke 14
218.1940866311308,88.85497475660728,Stroke 15
244.02555567022532,90.16404848625339,Stroke 15
229.23486328125,100.7177734375,Stroke 15
228.8427906272408,146.0040501999626,Stroke 15
