label,x,y
Stroke 1,130,220
Stroke 1,15,330
Stroke 1,97,325
Stroke 1,149,362
Stroke 2,144,73
Stroke 2,34,181
Stroke 2,119,174
Stroke 2,169,214
Stroke 3,201,227
Stroke 3,176,355
Stroke 3,251,284
Stroke 3,324,286
Stroke 4,194,91
Stroke 4,201,227
Stroke 4,252,186
Stroke 4,329,187
Stroke 5,328,87
Stroke 5,342,220
Stroke 5,388,187
Stroke 5,649,183
Stroke 6,342,220
Stroke 6,310,354
Stroke 6,389,282
Stroke 6,644,285
Stroke 7,509,237
Stroke 7,381,324
Stroke 7,459,335
Stroke 7,501,380
Stroke 8,509,72
Stroke 8,386,156
Stroke 8,459,161
Stroke 8,470,180
Stroke 9,630,245
Stroke 9,501,335
Stroke 9,578,341
Stroke 9,618,387
Stroke 10,629,64
Stroke 10,507,156
Stroke 10,580,158
Stroke 10,614,216
