label,x,y
Stroke 1,34,234
Stroke 1,15,405
Stroke 1,103,334
Stroke 1,397,341
Stroke 2,41,7
Stroke 2,21,162
Stroke 2,108,92
Stroke 2,391,98
Stroke 3,104,168
Stroke 3,194,187
Stroke 3,152,221
Stroke 3,151,401
Stroke 4,194,187
Stroke 4,258,189
Stroke 4,223,225
Stroke 4,221,401
Stroke 5,353,181
Stroke 5,258,189
Stroke 5,285,226
Stroke 5,283,406
Stroke 6,347,125
Stroke 6,502,135
Stroke 6,413,185
Stroke 6,411,394
Stroke 7,347,17
Stroke 7,502,27
Stroke 7,416,69
Stroke 7,410,132
Stroke 8,559,112
Stroke 8,438,239
Stroke 8,527,231
Stroke 8,589,284
Stroke 9,653,188
Stroke 9,634,259
Stroke 9,682,219
Stroke 9,795,225
Stroke 10,603,265
Stroke 10,623,412
Stroke 10,683,333
Stroke 10,1165,214
Stroke 11,651,0
Stroke 11,600,97
Stroke 11,684,66
Stroke 11,896,130
Stroke 12,642,105
Stroke 12,653,188
Stroke 12,686,161
Stroke 12,845,187
Stroke 13,706,176
Stroke 13,750,188
Stroke 13,731,216
Stroke 13,731,296
Stroke 14,807,181
Stroke 14,750,188
Stroke 14,769,215
Stroke 14,770,292
Stroke 15,1287,86
Stroke 15,1185,206
Stroke 15,1259,197
Stroke 15,1313,253
