label,x,y
Stroke 1,122,171
Stroke 1,14,290
Stroke 1,91,284
Stroke 1,138,323
Stroke 2,138,22
Stroke 2,33,142
Stroke 2,112,135
Stroke 2,157,175
Stroke 3,233,174
Stroke 3,129,290
Stroke 3,200,286
Stroke 3,248,323
Stroke 4,244,34
Stroke 4,151,141
Stroke 4,223,132
Stroke 4,272,175
Stroke 5,279,60
Stroke 5,296,188
Stroke 5,335,156
Stroke 5,586,156
Stroke 6,296,188
Stroke 6,265,316
Stroke 6,342,251
Stroke 6,586,252
Stroke 7,540,21
Stroke 7,694,34
Stroke 7,606,98
Stroke 7,586,252
Stroke 8,734,188
Stroke 8,625,303
Stroke 8,704,296
Stroke 8,751,337
Stroke 9,733,34
Stroke 9,632,143
Stroke 9,708,140
Stroke 9,754,181
Stroke 10,733,34
Stroke 10,912,34
Stroke 10,823,96
Stroke 10,818,374
