label,x,y
Stroke 1,29,220
Stroke 1,15,367
Stroke 1,89,308
Stroke 1,314,310
Stroke 2,41,48
Stroke 2,29,220
Stroke 2,101,137
Stroke 2,329,143
Stroke 3,104,208
Stroke 3,195,227
Stroke 3,157,267
Stroke 3,155,355
Stroke 4,284,221
Stroke 4,195,227
Stroke 4,209,268
Stroke 4,203,354
Stroke 5,403,80
Stroke 5,429,159
Stroke 5,339,143
Stroke 5,169,149
Stroke 6,443,66
Stroke 6,324,149
Stroke 6,396,156
Stroke 6,426,196
Stroke 7,526,245
Stroke 7,411,322
Stroke 7,478,336
Stroke 7,513,379
Stroke 8,546,74
Stroke 8,429,156
Stroke 8,498,168
Stroke 8,528,208
