label,x,y
Stroke 1,16,123
Stroke 1,98,142
Stroke 1,62,168
Stroke 1,59,226
Stroke 2,22,16
Stroke 2,104,34
Stroke 2,66,58
Stroke 2,62,126
Stroke 3,35,227
Stroke 3,143,245
Stroke 3,88,287
Stroke 3,87,373
Stroke 4,161,138
Stroke 4,98,142
Stroke 4,127,168
Stroke 4,123,233
Stroke 5,168,34
Stroke 5,104,34
Stroke 5,130,61
Stroke 5,126,124
Stroke 6,220,238
Stroke 6,130,246
Stroke 6,142,286
Stroke 6,138,374
Stroke 7,245,132
Stroke 7,161,138
Stroke 7,184,169
Stroke 7,179,233
Stroke 8,250,27
Stroke 8,168,34
Stroke 8,188,61
Stroke 8,183,126
