label,x,y
Stroke 1,33,66
Stroke 1,17,220
Stroke 1,88,157
Stroke 1,324,162
Stroke 2,93,278
Stroke 2,72,380
Stroke 2,133,326
Stroke 2,342,348
Stroke 3,87,182
Stroke 3,93,278
Stroke 3,133,248
Stroke 3,330,251
Stroke 4,182,3
Stroke 4,163,136
Stroke 4,239,74
Stroke 4,459,80
Stroke 5,283,278
Stroke 5,266,425
Stroke 5,339,365
Stroke 5,574,368
Stroke 6,292,105
Stroke 6,413,113
Stroke 6,344,163
Stroke 6,342,348
Stroke 7,434,35
Stroke 7,578,48
Stroke 7,495,104
Stroke 7,491,359
