label,x,y
Stroke 1,35,169
Stroke 1,15,355
Stroke 1,93,274
Stroke 1,170,277
Stroke 2,54,8
Stroke 2,35,169
Stroke 2,111,91
Stroke 2,220,92
Stroke 3,170,161
Stroke 3,156,349
Stroke 3,240,272
Stroke 3,503,253
Stroke 4,361,9
Stroke 4,227,97
Stroke 4,298,112
Stroke 4,332,164
Stroke 5,466,110
Stroke 5,363,215
Stroke 5,451,207
Stroke 5,503,253
Stroke 6,440,10
Stroke 6,612,23
Stroke 6,511,96
Stroke 6,510,380
Stroke 7,562,197
Stroke 7,459,310
Stroke 7,548,301
Stroke 7,607,355
Stroke 8,612,23
Stroke 8,780,35
Stroke 8,685,104
Stroke 8,682,394
