label,x,y
Stroke 1,29,98
Stroke 1,15,251
Stroke 1,87,188
Stroke 1,342,194
Stroke 2,129,27
Stroke 2,279,40
Stroke 2,191,97
Stroke 2,189,354
Stroke 3,393,289
Stroke 3,341,330
Stroke 3,394,328
Stroke 3,437,361
Stroke 4,342,112
Stroke 4,328,259
Stroke 4,403,203
Stroke 4,649,207
Stroke 5,362,73
Stroke 5,457,91
Stroke 5,418,117
Stroke 5,412,182
Stroke 6,449,220
Stroke 6,393,289
Stroke 6,428,292
Stroke 6,466,322
Stroke 7,451,83
Stroke 7,521,92
Stroke 7,486,125
Stroke 7,466,322
Stroke 8,502,0
Stroke 8,426,53
Stroke 8,492,47
Stroke 8,536,81
Stroke 9,617,81
Stroke 9,521,92
Stroke 9,549,132
Stroke 9,545,322
Stroke 10,648,259
Stroke 10,560,348
Stroke 10,628,325
Stroke 10,675,379
Stroke 11,599,29
Stroke 11,751,41
Stroke 11,663,103
Stroke 11,675,379
