label,x,y
Stroke 1,125,151
Stroke 1,15,271
Stroke 1,95,267
Stroke 1,150,309
Stroke 2,119,342
Stroke 2,61,411
Stroke 2,104,404
Stroke 2,142,437
Stroke 3,138,8
Stroke 3,40,112
Stroke 3,124,106
Stroke 3,169,150
Stroke 4,175,340
Stroke 4,104,381
Stroke 4,135,379
Stroke 4,162,409
Stroke 5,175,340
Stroke 5,276,349
Stroke 5,213,380
Stroke 5,209,439
Stroke 6,201,149
Stroke 6,189,296
Stroke 6,250,232
Stroke 6,310,234
Stroke 7,309,291
Stroke 7,291,430
Stroke 7,356,370
Stroke 7,592,374
Stroke 8,311,143
Stroke 8,309,291
Stroke 8,360,232
Stroke 8,555,233
