label,x,y
Stroke 1,42,111
Stroke 1,15,226
Stroke 1,87,163
Stroke 1,246,162
Stroke 2,36,4
Stroke 2,42,111
Stroke 2,93,74
Stroke 2,247,74
Stroke 3,252,8
Stroke 3,259,111
Stroke 3,298,78
Stroke 3,478,80
Stroke 4,259,111
Stroke 4,232,232
Stroke 4,303,169
Stroke 4,487,170
Stroke 5,432,99
Stroke 5,605,110
Stroke 5,505,168
Stroke 5,501,374
Stroke 6,445,3
Stroke 6,605,4
Stroke 6,506,44
Stroke 6,478,80
Stroke 7,605,110
Stroke 7,616,246
Stroke 7,675,178
Stroke 7,733,181
Stroke 8,734,79
Stroke 8,726,245
Stroke 8,792,177
Stroke 8,1001,176
Stroke 9,778,4
Stroke 9,950,8
Stroke 9,846,73
Stroke 9,843,374
