label,x,y
Stroke 1,40,195
Stroke 1,16,264
Stroke 1,72,216
Stroke 1,150,221
Stroke 2,29,111
Stroke 2,40,195
Stroke 2,78,177
Stroke 2,151,181
Stroke 3,136,118
Stroke 3,149,252
Stroke 3,193,201
Stroke 3,233,207
Stroke 4,149,252
Stroke 4,131,386
Stroke 4,198,332
Stroke 4,404,339
Stroke 5,181,3
Stroke 5,136,118
Stroke 5,211,85
Stroke 5,424,162
Stroke 6,234,135
Stroke 6,226,253
Stroke 6,270,206
Stroke 6,413,208
Stroke 7,385,124
Stroke 7,469,144
Stroke 7,427,181
Stroke 7,426,374
Stroke 8,559,131
Stroke 8,469,144
Stroke 8,495,175
Stroke 8,494,375
Stroke 9,457,176
Stroke 9,544,189
Stroke 9,497,218
Stroke 9,494,375
Stroke 10,616,201
Stroke 10,550,272
Stroke 10,599,269
Stroke 10,629,297
Stroke 11,603,125
Stroke 11,706,136
Stroke 11,648,181
Stroke 11,644,367
Stroke 12,680,187
Stroke 12,668,296
Stroke 12,723,252
Stroke 12,898,257
