label,x,y
Stroke 1,29,195
Stroke 1,15,341
Stroke 1,88,280
Stroke 1,327,289
Stroke 2,48,27
Stroke 2,29,195
Stroke 2,103,110
Stroke 2,291,119
Stroke 3,327,78
Stroke 3,233,213
Stroke 3,313,196
Stroke 3,364,228
Stroke 4,341,41
Stroke 4,477,60
Stroke 4,400,111
Stroke 4,399,348
Stroke 5,347,278
Stroke 5,329,419
Stroke 5,408,362
Stroke 5,778,354
Stroke 6,482,9
Stroke 6,465,150
Stroke 6,543,91
Stroke 6,881,104
Stroke 7,509,176
Stroke 7,496,297
Stroke 7,571,249
Stroke 7,822,257
Stroke 8,567,117
Stroke 8,644,130
Stroke 8,604,161
Stroke 8,604,343
Stroke 9,644,130
Stroke 9,700,131
Stroke 9,667,161
Stroke 9,664,343
Stroke 10,700,131
Stroke 10,753,132
Stroke 10,721,163
Stroke 10,720,354
Stroke 11,836,123
Stroke 11,753,132
Stroke 11,776,164
Stroke 11,778,354
Stroke 12,843,41
Stroke 12,990,53
Stroke 12,905,111
Stroke 12,900,362
