label,x,y
Stroke 1,29,258
Stroke 1,15,413
Stroke 1,91,352
Stroke 1,431,347
Stroke 2,42,4
Stroke 2,23,149
Stroke 2,101,85
Stroke 2,527,92
Stroke 3,80,170
Stroke 3,169,189
Stroke 3,129,222
Stroke 3,129,418
Stroke 4,260,181
Stroke 4,169,189
Stroke 4,196,225
Stroke 4,195,419
Stroke 5,303,125
Stroke 5,315,220
Stroke 5,351,189
Stroke 5,535,194
Stroke 6,315,220
Stroke 6,291,304
Stroke 6,351,260
Stroke 6,535,260
Stroke 7,387,118
Stroke 7,490,129
Stroke 7,430,171
Stroke 7,431,347
Stroke 8,488,29
Stroke 8,642,41
Stroke 8,552,103
Stroke 8,547,361
