label,x,y
Stroke 1,35,234
Stroke 1,21,399
Stroke 1,99,332
Stroke 1,359,321
Stroke 2,55,4
Stroke 2,29,137
Stroke 2,116,71
Stroke 2,525,78
Stroke 3,84,148
Stroke 3,169,168
Stroke 3,128,199
Stroke 3,129,393
Stroke 4,259,156
Stroke 4,169,168
Stroke 4,197,202
Stroke 4,195,393
Stroke 5,327,124
Stroke 5,383,156
Stroke 5,362,165
Stroke 5,363,320
Stroke 6,373,278
Stroke 6,327,317
Stroke 6,367,318
Stroke 6,538,340
Stroke 7,383,156
Stroke 7,373,278
Stroke 7,412,220
Stroke 7,539,220
Stroke 8,438,86
Stroke 8,383,156
Stroke 8,434,132
Stroke 8,455,152
Stroke 9,488,23
Stroke 9,641,36
Stroke 9,555,100
Stroke 9,552,375
