label,x,y
Stroke 1,36,214
Stroke 1,21,367
Stroke 1,106,305
Stroke 1,360,310
Stroke 2,78,92
Stroke 2,170,92
Stroke 2,107,129
Stroke 2,106,284
Stroke 3,45,0
Stroke 3,22,124
Stroke 3,110,61
Stroke 3,361,67
Stroke 4,194,187
Stroke 4,175,252
Stroke 4,221,213
Stroke 4,373,214
Stroke 5,170,92
Stroke 5,194,187
Stroke 5,222,155
Stroke 5,372,161
Stroke 6,246,80
Stroke 6,342,91
Stroke 6,286,131
Stroke 6,285,297
Stroke 7,316,8
Stroke 7,482,9
Stroke 7,389,73
Stroke 7,360,310
Stroke 8,430,239
Stroke 8,321,347
Stroke 8,394,336
Stroke 8,455,380
