label,x,y
Stroke 1,112,8
Stroke 1,14,110
Stroke 1,96,104
Stroke 1,146,144
Stroke 2,130,164
Stroke 2,15,284
Stroke 2,96,280
Stroke 2,145,321
Stroke 3,234,7
Stroke 3,139,98
Stroke 3,223,97
Stroke 3,272,131
Stroke 4,260,150
Stroke 4,145,271
Stroke 4,227,267
Stroke 4,279,309
Stroke 5,323,4
Stroke 5,297,142
Stroke 5,381,72
Stroke 5,651,79
Stroke 6,316,213
Stroke 6,298,374
Stroke 6,383,313
Stroke 6,653,338
Stroke 7,425,194
Stroke 7,400,284
Stroke 7,459,237
Stroke 7,663,239
Stroke 8,414,98
Stroke 8,425,194
Stroke 8,463,167
Stroke 8,660,169
Stroke 9,607,9
Stroke 9,773,21
Stroke 9,678,90
Stroke 9,672,368
