label,x,y
Stroke 1,29,195
Stroke 1,15,341
Stroke 1,88,281
Stroke 1,337,284
Stroke 2,48,28
Stroke 2,29,195
Stroke 2,102,111
Stroke 2,291,119
Stroke 3,324,79
Stroke 3,233,214
Stroke 3,312,198
Stroke 3,363,228
Stroke 4,341,42
Stroke 4,476,61
Stroke 4,400,112
Stroke 4,399,343
Stroke 5,347,279
Stroke 5,328,424
Stroke 5,412,362
Stroke 5,882,104
Stroke 6,496,240
Stroke 6,414,285
Stroke 6,455,293
Stroke 6,477,328
Stroke 7,470,149
Stroke 7,424,195
Stroke 7,466,205
Stroke 7,497,241
Stroke 8,533,253
Stroke 8,477,289
Stroke 8,521,303
Stroke 8,540,330
Stroke 9,573,162
Stroke 9,483,195
Stroke 9,537,209
Stroke 9,561,241
Stroke 10,478,9
Stroke 10,470,149
Stroke 10,542,94
Stroke 10,882,104
Stroke 11,573,162
Stroke 11,598,240
Stroke 11,626,217
Stroke 11,713,221
Stroke 12,598,240
Stroke 12,579,309
Stroke 12,629,273
Stroke 12,714,272
Stroke 13,687,130
Stroke 13,778,138
Stroke 13,724,174
Stroke 13,714,272
Stroke 14,823,253
Stroke 14,746,290
Stroke 14,794,298
Stroke 14,818,334
Stroke 15,810,131
Stroke 15,881,148
Stroke 15,851,173
Stroke 15,851,328
Stroke 16,843,46
Stroke 16,989,54
Stroke 16,909,112
Stroke 16,900,362
