label,x,y
Stroke 1,21,40
Stroke 1,157,48
Stroke 1,78,102
Stroke 1,72,278
Stroke 2,138,259
Stroke 2,15,360
Stroke 2,84,351
Stroke 2,130,393
Stroke 3,151,111
Stroke 3,138,259
Stroke 3,223,205
Stroke 3,324,207
Stroke 4,248,29
Stroke 4,234,182
Stroke 4,304,120
Stroke 4,534,124
Stroke 5,395,240
Stroke 5,373,329
Stroke 5,427,272
Stroke 5,533,272
Stroke 6,396,172
Stroke 6,395,240
Stroke 6,434,218
Stroke 6,535,221
Stroke 7,492,36
Stroke 7,631,48
Stroke 7,553,110
Stroke 7,549,368
Stroke 8,697,144
Stroke 8,568,266
Stroke 8,597,253
Stroke 8,677,301
Stroke 9,663,158
Stroke 9,568,266
Stroke 9,636,245
Stroke 9,677,301
Stroke 10,670,46
Stroke 10,810,54
Stroke 10,727,116
Stroke 10,727,375
