label,x,y
Stroke 1,35,245
Stroke 1,16,412
Stroke 1,101,343
Stroke 1,344,343
Stroke 2,49,4
Stroke 2,23,144
Stroke 2,107,75
Stroke 2,338,80
Stroke 3,189,99
Stroke 3,80,105
Stroke 3,116,144
Stroke 3,114,324
Stroke 4,190,131
Stroke 4,247,149
Stroke 4,227,175
Stroke 4,227,234
Stroke 5,194,221
Stroke 5,299,232
Stroke 5,240,273
Stroke 5,235,334
Stroke 6,318,142
Stroke 6,247,149
Stroke 6,265,173
Stroke 6,265,232
Stroke 7,298,10
Stroke 7,452,22
Stroke 7,366,91
Stroke 7,362,375
