label,x,y
Stroke 1,41,8
Stroke 1,15,123
Stroke 1,82,59
Stroke 1,329,66
Stroke 2,46,175
Stroke 2,29,322
Stroke 2,99,259
Stroke 2,337,266
Stroke 3,303,3
Stroke 3,445,4
Stroke 3,357,39
Stroke 3,349,106
Stroke 4,290,104
Stroke 4,450,109
Stroke 4,357,153
Stroke 4,337,266
Stroke 5,458,169
Stroke 5,406,219
Stroke 5,463,213
Stroke 5,503,245
Stroke 6,521,100
Stroke 6,458,169
Stroke 6,505,168
Stroke 6,546,206
Stroke 7,590,167
Stroke 7,496,271
Stroke 7,563,265
Stroke 7,606,302
Stroke 8,624,182
Stroke 8,610,361
Stroke 8,690,287
Stroke 8,1226,297
Stroke 9,669,15
Stroke 9,835,28
Stroke 9,740,97
Stroke 9,737,373
Stroke 10,859,2
Stroke 10,830,125
Stroke 10,917,59
Stroke 10,1187,67
Stroke 11,886,104
Stroke 11,982,123
Stroke 11,935,156
Stroke 11,933,367
Stroke 12,982,123
Stroke 12,1041,125
Stroke 12,1007,161
Stroke 12,1003,368
Stroke 13,1137,117
Stroke 13,1041,125
Stroke 13,1069,164
Stroke 13,1066,374
