label,x,y
Stroke 1,33,239
Stroke 1,15,400
Stroke 1,95,334
Stroke 1,404,323
Stroke 2,48,3
Stroke 2,23,144
Stroke 2,109,75
Stroke 2,532,84
Stroke 3,87,136
Stroke 3,181,155
Stroke 3,136,188
Stroke 3,136,379
Stroke 4,277,144
Stroke 4,181,155
Stroke 4,210,189
Stroke 4,208,380
Stroke 5,328,106
Stroke 5,399,123
Stroke 5,367,146
Stroke 5,366,194
Stroke 6,361,203
Stroke 6,469,214
Stroke 6,403,255
Stroke 6,404,323
Stroke 7,456,123
Stroke 7,399,123
Stroke 7,426,143
Stroke 7,423,207
Stroke 8,526,119
Stroke 8,456,123
Stroke 8,475,144
Stroke 8,463,208
Stroke 9,488,21
Stroke 9,653,29
Stroke 9,562,96
Stroke 9,557,374
