label,x,y
Stroke 1,48,188
Stroke 1,17,323
Stroke 1,92,250
Stroke 1,355,252
Stroke 2,34,53
Stroke 2,48,188
Stroke 2,98,152
Stroke 2,350,150
Stroke 3,123,175
Stroke 3,233,194
Stroke 3,173,235
Stroke 3,171,336
Stroke 4,310,181
Stroke 4,208,200
Stroke 4,229,239
Stroke 4,226,337
Stroke 5,310,4
Stroke 5,458,8
Stroke 5,369,67
Stroke 5,367,362
Stroke 6,432,195
Stroke 6,401,328
Stroke 6,480,260
Stroke 6,740,259
Stroke 7,414,59
Stroke 7,432,195
Stroke 7,483,159
Stroke 7,740,157
Stroke 8,689,8
Stroke 8,848,15
Stroke 8,755,82
Stroke 8,754,375
