label,x,y
Stroke 1,29,195
Stroke 1,15,341
Stroke 1,88,280
Stroke 1,341,284
Stroke 2,48,28
Stroke 2,29,195
Stroke 2,102,112
Stroke 2,292,124
Stroke 3,327,79
Stroke 3,233,214
Stroke 3,310,195
Stroke 3,367,231
Stroke 4,341,42
Stroke 4,477,60
Stroke 4,400,117
Stroke 4,400,352
Stroke 5,344,278
Stroke 5,328,424
Stroke 5,406,362
Stroke 5,676,356
Stroke 6,453,240
Stroke 6,452,353
Stroke 6,502,314
Stroke 6,676,356
Stroke 7,478,9
Stroke 7,465,150
Stroke 7,543,87
Stroke 7,881,104
Stroke 8,522,125
Stroke 8,504,232
Stroke 8,573,183
Stroke 8,888,188
Stroke 9,573,208
Stroke 9,650,226
Stroke 9,615,259
Stroke 9,612,355
Stroke 10,650,226
Stroke 10,708,228
Stroke 10,678,255
Stroke 10,676,356
Stroke 11,708,228
Stroke 11,765,231
Stroke 11,732,257
Stroke 11,727,356
Stroke 12,848,220
Stroke 12,765,231
Stroke 12,788,258
Stroke 12,786,355
Stroke 13,843,46
Stroke 13,990,54
Stroke 13,906,112
Stroke 13,900,362
