label,x,y
Stroke 1,29,194
Stroke 1,15,341
Stroke 1,89,279
Stroke 1,323,284
Stroke 2,53,8
Stroke 2,29,138
Stroke 2,101,79
Stroke 2,355,84
Stroke 3,106,188
Stroke 3,98,265
Stroke 3,139,226
Stroke 3,330,229
Stroke 4,105,104
Stroke 4,106,188
Stroke 4,143,156
Stroke 4,328,157
Stroke 5,425,21
Stroke 5,335,118
Stroke 5,397,114
Stroke 5,433,143
Stroke 6,309,252
Stroke 6,368,374
Stroke 6,405,289
Stroke 6,604,175
Stroke 7,439,157
Stroke 7,380,208
Stroke 7,442,207
Stroke 7,483,240
Stroke 8,508,67
Stroke 8,439,157
Stroke 8,480,168
Stroke 8,522,202
