label,x,y
Stroke 1,29,79
Stroke 1,42,201
Stroke 1,88,166
Stroke 1,340,168
Stroke 2,42,201
Stroke 2,15,316
Stroke 2,91,256
Stroke 2,335,254
Stroke 3,297,271
Stroke 3,272,412
Stroke 3,348,351
Stroke 3,380,342
Stroke 4,303,9
Stroke 4,291,155
Stroke 4,367,98
Stroke 4,848,104
Stroke 5,348,125
Stroke 5,456,125
Stroke 5,381,165
Stroke 5,380,342
Stroke 6,456,161
Stroke 6,444,291
Stroke 6,510,243
Stroke 6,704,245
Stroke 7,808,35
Stroke 7,956,47
Stroke 7,869,106
Stroke 7,866,355
Stroke 8,903,214
Stroke 8,880,318
Stroke 8,943,271
Stroke 8,1187,271
Stroke 9,893,100
Stroke 9,903,214
Stroke 9,945,184
Stroke 9,1187,182
Stroke 10,1141,36
Stroke 10,1289,48
Stroke 10,1201,110
Stroke 10,1200,362
