label,x,y
Stroke 1,61,207
Stroke 1,16,367
Stroke 1,113,319
Stroke 1,362,374
Stroke 2,54,8
Stroke 2,188,20
Stroke 2,113,71
Stroke 2,106,298
Stroke 3,142,79
Stroke 3,246,87
Stroke 3,189,135
Stroke 3,183,325
Stroke 4,226,26
Stroke 4,335,80
Stroke 4,279,96
Stroke 4,276,347
Stroke 5,335,80
Stroke 5,348,195
Stroke 5,388,163
Stroke 5,506,168
Stroke 6,348,195
Stroke 6,323,304
Stroke 6,389,249
Stroke 6,571,259
Stroke 7,558,112
Stroke 7,456,228
Stroke 7,526,221
Stroke 7,571,259
Stroke 8,520,14
Stroke 8,675,27
Stroke 8,588,91
Stroke 8,584,375
Stroke 9,616,157
Stroke 9,738,164
Stroke 9,666,204
Stroke 9,666,374
Stroke 10,738,8
Stroke 10,648,131
Stroke 10,725,100
Stroke 10,777,156
Stroke 11,827,80
Stroke 11,738,164
Stroke 11,823,183
Stroke 11,893,240
Stroke 12,841,15
Stroke 12,999,28
Stroke 12,908,91
Stroke 12,904,375
