label,x,y
Stroke 1,29,232
Stroke 1,15,392
Stroke 1,94,325
Stroke 1,350,329
Stroke 2,49,8
Stroke 2,34,167
Stroke 2,112,97
Stroke 2,356,104
Stroke 3,447,35
Stroke 3,477,176
Stroke 3,372,105
Stroke 3,174,116
Stroke 4,355,246
Stroke 4,337,406
Stroke 4,416,339
Stroke 4,667,347
Stroke 5,523,196
Stroke 5,439,284
Stroke 5,500,280
Stroke 5,529,305
Stroke 6,559,92
Stroke 6,477,176
Stroke 6,537,171
Stroke 6,574,202
Stroke 7,619,206
Stroke 7,540,291
Stroke 7,598,289
Stroke 7,638,316
Stroke 8,645,92
Stroke 8,568,180
Stroke 8,629,174
Stroke 8,664,202
Stroke 9,625,28
Stroke 9,785,40
Stroke 9,694,103
Stroke 9,690,375
