label,x,y
Stroke 1,30,241
Stroke 1,16,405
Stroke 1,88,338
Stroke 1,267,334
Stroke 2,41,8
Stroke 2,207,10
Stroke 2,107,80
Stroke 2,106,328
Stroke 3,213,60
Stroke 3,123,181
Stroke 3,214,167
Stroke 3,254,200
Stroke 4,207,10
Stroke 4,361,16
Stroke 4,272,78
Stroke 4,267,334
Stroke 5,459,105
Stroke 5,444,266
Stroke 5,523,200
Stroke 5,810,208
Stroke 6,470,20
Stroke 6,586,46
Stroke 6,531,91
Stroke 6,534,342
Stroke 7,586,46
Stroke 7,664,48
Stroke 7,616,97
Stroke 7,617,342
Stroke 8,664,48
Stroke 8,740,53
Stroke 8,689,99
Stroke 8,690,342
Stroke 9,707,34
Stroke 9,856,35
Stroke 9,769,98
Stroke 9,767,348
