label,x,y
Stroke 1,28,212
Stroke 1,15,367
Stroke 1,82,302
Stroke 1,303,304
Stroke 2,73,8
Stroke 2,59,156
Stroke 2,130,93
Stroke 2,316,98
Stroke 3,113,245
Stroke 3,232,253
Stroke 3,160,298
Stroke 3,157,362
Stroke 4,123,137
Stroke 4,232,150
Stroke 4,170,185
Stroke 4,169,252
Stroke 5,349,40
Stroke 5,270,162
Stroke 5,346,140
Stroke 5,490,246
Stroke 6,397,209
Stroke 6,309,316
Stroke 6,364,313
Stroke 6,406,348
Stroke 7,489,259
Stroke 7,413,348
Stroke 7,470,348
Stroke 7,521,387
Stroke 8,541,226
Stroke 8,533,387
Stroke 8,607,324
Stroke 8,861,329
Stroke 9,636,9
Stroke 9,554,149
Stroke 9,650,126
Stroke 9,878,258
Stroke 10,611,183
Stroke 10,720,194
Stroke 10,655,234
Stroke 10,650,400
