label,x,y
Stroke 1,33,232
Stroke 1,17,386
Stroke 1,89,322
Stroke 1,327,327
Stroke 2,41,28
Stroke 2,27,187
Stroke 2,98,122
Stroke 2,334,124
Stroke 3,103,220
Stroke 3,91,303
Stroke 3,134,263
Stroke 3,378,328
Stroke 4,98,144
Stroke 4,103,220
Stroke 4,137,193
Stroke 4,289,194
Stroke 5,354,168
Stroke 5,233,252
Stroke 5,320,267
Stroke 5,378,328
Stroke 6,474,201
Stroke 6,435,260
Stroke 6,455,264
Stroke 6,462,279
Stroke 7,467,161
Stroke 7,443,175
Stroke 7,461,191
Stroke 7,459,214
Stroke 8,390,252
Stroke 8,410,400
Stroke 8,464,324
Stroke 8,685,266
Stroke 9,436,8
Stroke 9,386,144
Stroke 9,466,111
Stroke 9,683,182
Stroke 10,512,221
Stroke 10,467,277
Stroke 10,511,267
Stroke 10,526,286
Stroke 11,504,166
Stroke 11,474,201
Stroke 11,513,193
Stroke 11,526,209
Stroke 12,728,142
Stroke 12,633,251
Stroke 12,702,249
Stroke 12,743,285
