label,x,y
Stroke 1,29,252
Stroke 1,16,425
Stroke 1,88,356
Stroke 1,272,349
Stroke 2,41,8
Stroke 2,201,10
Stroke 2,109,79
Stroke 2,110,346
Stroke 3,218,60
Stroke 3,124,188
Stroke 3,220,171
Stroke 3,259,207
Stroke 4,201,10
Stroke 4,367,15
Stroke 4,278,77
Stroke 4,272,349
Stroke 5,591,169
Stroke 5,444,297
Stroke 5,526,269
Stroke 5,570,330
Stroke 6,545,7
Stroke 6,450,106
Stroke 6,528,105
Stroke 6,571,138
Stroke 7,604,228
Stroke 7,591,393
Stroke 7,673,322
Stroke 7,936,330
Stroke 8,609,8
Stroke 8,591,169
Stroke 8,673,98
Stroke 8,935,105
Stroke 9,890,10
Stroke 9,1012,41
Stroke 9,956,93
Stroke 9,954,375
Stroke 10,982,15
Stroke 10,1151,28
Stroke 10,1056,97
Stroke 10,1051,381
