label,x,y
Stroke 1,54,170
Stroke 1,16,343
Stroke 1,120,270
Stroke 1,459,273
Stroke 2,207,22
Stroke 2,91,137
Stroke 2,173,130
Stroke 2,232,171
Stroke 3,207,137
Stroke 3,111,239
Stroke 3,183,227
Stroke 3,218,280
Stroke 4,304,123
Stroke 4,196,232
Stroke 4,272,231
Stroke 4,459,273
Stroke 5,309,27
Stroke 5,207,137
Stroke 5,273,140
Stroke 5,329,181
Stroke 6,534,125
Stroke 6,414,246
Stroke 6,494,239
Stroke 6,555,284
Stroke 7,541,208
Stroke 7,420,328
Stroke 7,507,322
Stroke 7,561,362
