label,x,y
Stroke 1,30,246
Stroke 1,15,413
Stroke 1,98,345
Stroke 1,369,348
Stroke 2,40,40
Stroke 2,21,200
Stroke 2,99,131
Stroke 2,343,137
Stroke 3,483,54
Stroke 3,355,135
Stroke 3,424,144
Stroke 3,464,201
Stroke 4,369,265
Stroke 4,349,424
Stroke 4,446,354
Stroke 4,772,374
Stroke 5,515,213
Stroke 5,489,308
Stroke 5,557,255
Stroke 5,759,258
Stroke 6,516,149
Stroke 6,515,213
Stroke 6,557,179
Stroke 6,758,182
Stroke 7,503,47
Stroke 7,516,149
Stroke 7,558,119
Stroke 7,753,118
Stroke 8,706,9
Stroke 8,873,21
Stroke 8,774,87
Stroke 8,772,374
