label,x,y
Stroke 1,29,195
Stroke 1,15,341
Stroke 1,88,279
Stroke 1,337,280
Stroke 2,48,27
Stroke 2,29,195
Stroke 2,102,112
Stroke 2,348,116
Stroke 3,327,78
Stroke 3,233,213
Stroke 3,316,200
Stroke 3,363,228
Stroke 4,341,41
Stroke 4,477,60
Stroke 4,400,109
Stroke 4,399,348
Stroke 5,347,278
Stroke 5,329,419
Stroke 5,405,362
Stroke 5,881,104
Stroke 6,478,8
Stroke 6,465,149
Stroke 6,546,90
Stroke 6,881,104
Stroke 7,515,171
Stroke 7,503,297
Stroke 7,574,244
Stroke 7,753,253
Stroke 8,843,201
Stroke 8,830,298
Stroke 8,761,254
Stroke 8,619,247
Stroke 9,843,42
Stroke 9,990,53
Stroke 9,905,111
Stroke 9,900,362
