label,x,y
Stroke 1,42,181
Stroke 1,15,290
Stroke 1,83,230
Stroke 1,329,232
Stroke 2,29,66
Stroke 2,42,181
Stroke 2,86,149
Stroke 2,342,149
Stroke 3,368,214
Stroke 3,298,264
Stroke 3,367,264
Stroke 3,414,302
Stroke 4,413,169
Stroke 4,368,214
Stroke 4,413,222
Stroke 4,458,260
Stroke 5,477,104
Stroke 5,413,169
Stroke 5,455,180
Stroke 5,491,224
Stroke 6,515,4
Stroke 6,426,91
Stroke 6,500,84
Stroke 6,543,118
Stroke 7,534,236
Stroke 7,456,297
Stroke 7,522,297
Stroke 7,567,336
Stroke 8,567,202
Stroke 8,522,246
Stroke 8,567,257
Stroke 8,612,297
Stroke 9,638,130
Stroke 9,567,202
Stroke 9,609,212
Stroke 9,652,258
Stroke 10,680,15
Stroke 10,580,116
Stroke 10,653,110
Stroke 10,696,145
