label,x,y
Stroke 1,35,98
Stroke 1,15,284
Stroke 1,106,209
Stroke 1,292,188
Stroke 2,168,10
Stroke 2,277,34
Stroke 2,237,90
Stroke 2,241,373
Stroke 3,174,174
Stroke 3,354,188
Stroke 3,248,257
Stroke 3,241,373
Stroke 4,393,28
Stroke 4,271,34
Stroke 4,300,89
Stroke 4,292,188
Stroke 5,366,61
Stroke 5,482,92
Stroke 5,428,130
Stroke 5,429,374
Stroke 6,469,136
Stroke 6,563,146
Stroke 6,516,178
Stroke 6,513,374
Stroke 7,461,52
Stroke 7,597,72
Stroke 7,516,127
Stroke 7,513,374
Stroke 8,667,214
Stroke 8,571,315
Stroke 8,643,310
Stroke 8,681,344
Stroke 9,668,80
Stroke 9,579,175
Stroke 9,649,171
Stroke 9,693,208
Stroke 10,827,73
Stroke 10,668,80
Stroke 10,744,129
Stroke 10,743,374
Stroke 11,814,233
Stroke 11,789,341
Stroke 11,859,285
Stroke 11,1025,289
Stroke 12,801,118
Stroke 12,814,233
Stroke 12,861,197
Stroke 12,1025,202
Stroke 13,980,61
Stroke 13,1115,74
Stroke 13,1038,131
Stroke 13,1037,374
Stroke 14,1089,7
Stroke 14,1261,8
Stroke 14,1158,76
Stroke 14,1154,373
