label,x,y
Stroke 1,46,233
Stroke 1,15,349
Stroke 1,93,287
Stroke 1,335,290
Stroke 2,29,106
Stroke 2,46,233
Stroke 2,93,198
Stroke 2,348,195
Stroke 3,145,9
Stroke 3,315,22
Stroke 3,217,92
Stroke 3,214,375
Stroke 4,432,219
Stroke 4,348,289
Stroke 4,396,302
Stroke 4,430,349
Stroke 5,457,118
Stroke 5,360,200
Stroke 5,401,205
Stroke 5,440,258
Stroke 6,489,124
Stroke 6,509,252
Stroke 6,554,212
Stroke 6,809,213
Stroke 7,493,214
Stroke 7,482,361
Stroke 7,555,305
Stroke 7,816,303
Stroke 8,567,145
Stroke 8,559,259
Stroke 8,609,209
Stroke 8,809,213
Stroke 9,622,8
Stroke 9,533,99
Stroke 9,630,87
Stroke 9,814,213
