label,x,y
Stroke 1,48,201
Stroke 1,15,335
Stroke 1,93,262
Stroke 1,302,266
Stroke 2,34,60
Stroke 2,48,201
Stroke 2,94,161
Stroke 2,348,168
Stroke 3,308,253
Stroke 3,284,425
Stroke 3,376,356
Stroke 3,654,372
Stroke 4,322,8
Stroke 4,310,156
Stroke 4,391,95
Stroke 4,679,99
Stroke 5,349,220
Stroke 5,461,228
Stroke 5,398,264
Stroke 5,392,321
Stroke 6,360,124
Stroke 6,470,132
Stroke 6,404,163
Stroke 6,404,226
Stroke 7,512,233
Stroke 7,418,298
Stroke 7,474,296
Stroke 7,508,323
Stroke 8,512,233
Stroke 8,614,243
Stroke 8,556,281
Stroke 8,551,336
Stroke 9,520,138
Stroke 9,621,148
Stroke 9,560,180
Stroke 9,559,240
Stroke 10,671,130
Stroke 10,589,212
Stroke 10,650,211
Stroke 10,685,240
Stroke 11,633,9
Stroke 11,805,16
Stroke 11,707,90
Stroke 11,703,381
