label,x,y
Stroke 1,30,258
Stroke 1,15,412
Stroke 1,93,351
Stroke 1,475,346
Stroke 2,54,3
Stroke 2,29,143
Stroke 2,111,76
Stroke 2,539,98
Stroke 3,194,100
Stroke 3,91,104
Stroke 3,125,146
Stroke 3,124,341
Stroke 4,250,277
Stroke 4,237,342
Stroke 4,282,308
Stroke 4,454,309
Stroke 5,251,220
Stroke 5,250,277
Stroke 5,283,249
Stroke 5,451,247
Stroke 6,251,169
Stroke 6,251,220
Stroke 6,286,194
Stroke 6,475,183
Stroke 7,245,92
Stroke 7,251,169
Stroke 7,288,143
Stroke 7,475,183
Stroke 8,431,94
Stroke 8,545,94
Stroke 8,479,137
Stroke 8,475,183
Stroke 9,430,177
Stroke 9,546,187
Stroke 9,479,229
Stroke 9,475,346
Stroke 10,552,14
Stroke 10,705,23
Stroke 10,619,88
Stroke 10,615,349
Stroke 11,692,263
Stroke 11,629,342
Stroke 11,679,352
Stroke 11,730,387
Stroke 12,724,240
Stroke 12,673,296
Stroke 12,729,302
Stroke 12,776,341
Stroke 13,769,195
Stroke 13,724,240
Stroke 13,768,252
Stroke 13,814,296
Stroke 14,844,104
Stroke 14,769,195
Stroke 14,815,206
Stroke 14,859,246
