label,x,y
Stroke 1,30,117
Stroke 1,15,284
Stroke 1,99,215
Stroke 1,329,221
Stroke 2,247,3
Stroke 2,233,162
Stroke 2,317,99
Stroke 2,688,105
Stroke 3,260,265
Stroke 3,245,418
Stroke 3,321,354
Stroke 3,579,348
Stroke 4,419,125
Stroke 4,304,126
Stroke 4,345,169
Stroke 4,343,342
Stroke 5,431,252
Stroke 5,413,335
Stroke 5,463,289
Stroke 5,561,290
Stroke 6,422,164
Stroke 6,431,252
Stroke 6,465,221
Stroke 6,591,245
Stroke 7,534,241
Stroke 7,649,248
Stroke 7,582,288
Stroke 7,579,348
Stroke 8,546,136
Stroke 8,662,145
Stroke 8,590,181
Stroke 8,591,245
Stroke 9,644,35
Stroke 9,797,47
Stroke 9,711,109
Stroke 9,707,367
Stroke 10,740,145
Stroke 10,727,279
Stroke 10,791,226
Stroke 10,875,232
