label,x,y
Stroke 1,41,8
Stroke 1,16,148
Stroke 1,95,81
Stroke 1,374,86
Stroke 2,105,105
Stroke 2,106,194
Stroke 2,152,164
Stroke 2,379,163
Stroke 3,106,194
Stroke 3,105,265
Stroke 3,154,228
Stroke 3,238,232
Stroke 4,105,265
Stroke 4,78,367
Stroke 4,157,308
Stroke 4,360,300
Stroke 5,285,164
Stroke 5,336,240
Stroke 5,246,228
Stroke 5,133,252
Stroke 6,328,16
Stroke 6,490,28
Stroke 6,397,92
Stroke 6,393,374
Stroke 7,432,112
Stroke 7,413,258
Stroke 7,500,201
Stroke 7,618,207
