label,x,y
Stroke 1,156,104
Stroke 1,21,258
Stroke 1,123,248
Stroke 1,174,297
Stroke 2,175,239
Stroke 2,161,432
Stroke 2,245,355
Stroke 2,309,348
Stroke 3,188,8
Stroke 3,168,194
Stroke 3,258,113
Stroke 3,826,123
Stroke 4,270,144
Stroke 4,378,149
Stroke 4,310,188
Stroke 4,309,348
Stroke 5,341,188
Stroke 5,333,304
Stroke 5,379,260
Stroke 5,531,264
Stroke 6,565,170
Stroke 6,557,285
Stroke 6,603,240
Stroke 6,691,245
Stroke 7,661,138
Stroke 7,736,151
Stroke 7,701,178
Stroke 7,691,245
Stroke 8,723,270
Stroke 8,660,329
Stroke 8,704,323
Stroke 8,727,350
Stroke 9,812,144
Stroke 9,736,151
Stroke 9,759,177
Stroke 9,753,281
Stroke 10,776,270
Stroke 10,718,329
Stroke 10,760,326
Stroke 10,807,361
