label,x,y
Stroke 1,35,97
Stroke 1,16,258
Stroke 1,105,194
Stroke 1,225,195
Stroke 2,260,208
Stroke 2,195,265
Stroke 2,265,258
Stroke 2,305,291
Stroke 3,304,150
Stroke 3,260,208
Stroke 3,310,215
Stroke 3,356,254
Stroke 4,365,60
Stroke 4,274,115
Stroke 4,336,134
Stroke 4,401,195
Stroke 5,418,200
Stroke 5,303,323
Stroke 5,388,312
Stroke 5,450,362
Stroke 6,438,98
Stroke 6,424,272
Stroke 6,493,194
Stroke 6,560,202
Stroke 7,565,98
Stroke 7,548,272
Stroke 7,619,197
Stroke 7,860,207
