label,x,y
Stroke 1,53,8
Stroke 1,23,131
Stroke 1,100,66
Stroke 1,367,72
Stroke 2,48,246
Stroke 2,29,407
Stroke 2,115,342
Stroke 2,376,342
Stroke 3,118,92
Stroke 3,129,195
Stroke 3,166,168
Stroke 3,375,169
Stroke 4,129,195
Stroke 4,104,302
Stroke 4,167,249
Stroke 4,374,247
Stroke 5,323,9
Stroke 5,484,21
Stroke 5,394,87
Stroke 5,393,380
Stroke 6,541,200
Stroke 6,432,316
Stroke 6,510,311
Stroke 6,556,350
Stroke 7,553,43
Stroke 7,445,161
Stroke 7,527,155
Stroke 7,575,195
Stroke 8,733,27
Stroke 8,553,43
Stroke 8,641,92
Stroke 8,636,368
