label,x,y
Stroke 1,40,189
Stroke 1,15,304
Stroke 1,73,244
Stroke 1,265,245
Stroke 2,28,68
Stroke 2,40,189
Stroke 2,76,156
Stroke 2,259,156
Stroke 3,238,266
Stroke 3,219,437
Stroke 3,300,363
Stroke 3,565,368
Stroke 4,251,3
Stroke 4,225,124
Stroke 4,300,61
Stroke 4,546,66
Stroke 5,270,92
Stroke 5,373,93
Stroke 5,303,136
Stroke 5,302,343
Stroke 6,386,220
Stroke 6,365,328
Stroke 6,419,274
Stroke 6,559,277
Stroke 7,389,147
Stroke 7,386,220
Stroke 7,421,188
Stroke 7,559,189
Stroke 8,513,9
Stroke 8,661,21
Stroke 8,579,89
Stroke 8,565,368
Stroke 9,643,226
Stroke 9,622,335
Stroke 9,673,277
Stroke 9,845,279
Stroke 10,630,100
Stroke 10,643,226
Stroke 10,678,188
Stroke 10,845,195
Stroke 11,795,21
Stroke 11,947,33
Stroke 11,858,99
Stroke 11,858,394
