label,x,y
Stroke 1,30,221
Stroke 1,15,379
Stroke 1,92,312
Stroke 1,383,334
Stroke 2,73,8
Stroke 2,228,15
Stroke 2,141,78
Stroke 2,137,304
Stroke 3,234,181
Stroke 3,176,277
Stroke 3,241,261
Stroke 3,330,304
Stroke 4,271,14
Stroke 4,426,23
Stroke 4,333,86
Stroke 4,330,304
Stroke 5,457,188
Stroke 5,426,297
Stroke 5,501,240
Stroke 5,741,240
Stroke 6,441,67
Stroke 6,457,188
Stroke 6,504,149
Stroke 6,728,156
Stroke 7,562,169
Stroke 7,663,177
Stroke 7,605,220
Stroke 7,602,362
Stroke 8,696,8
Stroke 8,843,9
Stroke 8,755,60
Stroke 8,753,116
Stroke 9,696,106
Stroke 9,844,118
Stroke 9,757,168
Stroke 9,754,375
