label,x,y
Stroke 1,35,266
Stroke 1,21,406
Stroke 1,83,347
Stroke 1,322,343
Stroke 2,28,10
Stroke 2,14,150
Stroke 2,84,92
Stroke 2,487,98
Stroke 3,67,118
Stroke 3,187,118
Stroke 3,110,166
Stroke 3,105,343
Stroke 4,157,239
Stroke 4,144,335
Stroke 4,193,285
Stroke 4,494,290
Stroke 5,151,151
Stroke 5,157,239
Stroke 5,195,206
Stroke 5,372,212
Stroke 6,278,110
Stroke 6,398,112
Stroke 6,326,159
Stroke 6,322,343
Stroke 7,440,148
Stroke 7,466,226
Stroke 7,383,211
Stroke 7,308,214
Stroke 8,442,9
Stroke 8,601,22
Stroke 8,511,93
Stroke 8,507,375
