label,x,y
Stroke 1,35,182
Stroke 1,18,353
Stroke 1,103,286
Stroke 1,344,290
Stroke 2,134,25
Stroke 2,119,196
Stroke 2,198,125
Stroke 2,343,134
Stroke 3,313,2
Stroke 3,461,5
Stroke 3,361,64
Stroke 3,359,369
Stroke 4,415,72
Stroke 4,398,243
Stroke 4,479,174
Stroke 4,646,174
Stroke 5,609,11
Stroke 5,500,127
Stroke 5,588,121
Stroke 5,646,174
Stroke 6,717,4
Stroke 6,609,11
Stroke 6,667,50
Stroke 6,662,352
Stroke 7,794,212
Stroke 7,671,344
Stroke 7,760,336
Stroke 7,818,376
Stroke 8,717,4
Stroke 8,811,4
Stroke 8,763,59
Stroke 8,762,237
Stroke 9,811,4
Stroke 9,941,9
Stroke 9,849,60
Stroke 9,848,243
Stroke 10,895,205
Stroke 10,779,328
Stroke 10,867,323
Stroke 10,920,369
Stroke 11,981,4
Stroke 11,971,190
Stroke 11,1046,89
Stroke 11,1158,96
Stroke 12,971,190
Stroke 12,950,361
Stroke 12,1049,288
Stroke 12,1258,299
Stroke 13,1272,31
Stroke 13,1166,96
Stroke 13,1230,104
Stroke 13,1267,166
Stroke 14,1261,193
Stroke 14,1243,375
Stroke 14,1332,302
Stroke 14,1623,307
Stroke 15,1322,11
Stroke 15,1305,181
Stroke 15,1392,106
Stroke 15,1617,112
Stroke 16,1577,4
Stroke 16,1702,18
Stroke 16,1639,72
Stroke 16,1640,369
Stroke 17,1668,0
Stroke 17,1849,9
Stroke 17,1746,72
Stroke 17,1747,375
