label,x,y
Stroke 1,117,164
Stroke 1,15,270
Stroke 1,92,264
Stroke 1,132,293
Stroke 2,143,16
Stroke 2,23,136
Stroke 2,123,138
Stroke 2,209,215
Stroke 3,226,213
Stroke 3,123,321
Stroke 3,198,316
Stroke 3,252,355
Stroke 4,335,188
Stroke 4,227,302
Stroke 4,304,302
Stroke 4,350,335
Stroke 5,361,40
Stroke 5,253,155
Stroke 5,329,148
Stroke 5,375,188
Stroke 6,374,122
Stroke 6,393,252
Stroke 6,440,213
Stroke 6,708,213
Stroke 7,374,222
Stroke 7,361,374
Stroke 7,440,311
Stroke 7,714,309
Stroke 8,453,143
Stroke 8,444,264
Stroke 8,495,211
Stroke 8,708,213
Stroke 9,512,0
Stroke 9,420,91
Stroke 9,522,78
Stroke 9,708,213
