label,x,y
Stroke 1,28,110
Stroke 1,41,220
Stroke 1,82,186
Stroke 1,291,189
Stroke 2,41,220
Stroke 2,15,323
Stroke 2,85,270
Stroke 2,296,270
Stroke 3,263,123
Stroke 3,347,142
Stroke 3,306,182
Stroke 3,305,369
Stroke 4,265,16
Stroke 4,353,34
Stroke 4,312,67
Stroke 4,311,130
Stroke 5,347,142
Stroke 5,405,144
Stroke 5,370,180
Stroke 5,369,368
Stroke 6,353,34
Stroke 6,405,35
Stroke 6,376,66
Stroke 6,373,124
Stroke 7,405,144
Stroke 7,457,144
Stroke 7,425,180
Stroke 7,424,369
Stroke 8,405,35
Stroke 8,463,35
Stroke 8,431,68
Stroke 8,429,124
Stroke 9,546,137
Stroke 9,457,144
Stroke 9,484,183
Stroke 9,482,375
Stroke 10,552,28
Stroke 10,463,35
Stroke 10,489,68
Stroke 10,487,131
