label,x,y
Stroke 1,28,8
Stroke 1,14,149
Stroke 1,84,89
Stroke 1,482,92
Stroke 2,35,265
Stroke 2,21,406
Stroke 2,90,348
Stroke 2,200,341
Stroke 3,188,112
Stroke 3,67,113
Stroke 3,109,160
Stroke 3,109,336
Stroke 4,167,238
Stroke 4,257,250
Stroke 4,207,279
Stroke 4,200,341
Stroke 5,188,112
Stroke 5,270,150
Stroke 5,212,185
Stroke 5,207,247
Stroke 6,335,206
Stroke 6,252,297
Stroke 6,313,294
Stroke 6,351,329
Stroke 7,366,239
Stroke 7,456,251
Stroke 7,403,287
Stroke 7,403,340
Stroke 8,373,143
Stroke 8,462,150
Stroke 8,410,184
Stroke 8,410,247
Stroke 9,437,8
Stroke 9,595,16
Stroke 9,505,87
Stroke 9,501,374
